member_title,member_url,pageid,source_articles,source_article_urls,root_categories,root_category_urls,categories_found_in
Amanda Montejano,https://en.wikipedia.org/wiki/Amanda_Montejano,72361522,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Mexican Academy of Sciences
Amanda Vickery,https://en.wikipedia.org/wiki/Amanda_Vickery,28557740,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Amar Bose,https://en.wikipedia.org/wiki/Amar_Bose,413655,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the United States National Academy of Engineering
Amar K. Mohanty,https://en.wikipedia.org/wiki/Amar_K._Mohanty,70188464,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Canada
Amar Nath Bhaduri,https://en.wikipedia.org/wiki/Amar_Nath_Bhaduri,51735018,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Fellows of the Indian National Science Academy
Amar Prasad Ray,https://en.wikipedia.org/wiki/Amar_Prasad_Ray,46644628,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Fellows of the Indian National Science Academy
Amartya Sen,https://en.wikipedia.org/wiki/Amartya_Sen,51335,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Ambio,https://en.wikipedia.org/wiki/Ambio,24749628,Academy of sciences | Learned society | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/Learned_society | https://en.wikipedia.org/wiki/National_academy,Category:Learned societies | Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:Learned_societies | https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Academic journals associated with learned and professional societies | Category:Royal Swedish Academy of Sciences
Ambix,https://en.wikipedia.org/wiki/Ambix,30417307,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Academic journals associated with learned and professional societies
Ambrose King,https://en.wikipedia.org/wiki/Ambrose_King,1640384,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of Academia Sinica
Ambrosius Hubrecht,https://en.wikipedia.org/wiki/Ambrosius_Hubrecht,9916219,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Netherlands Academy of Arts and Sciences
Amelia Stein,https://en.wikipedia.org/wiki/Amelia_Stein,80551262,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Royal Hibernian Academy
American Academy for Jewish Research,https://en.wikipedia.org/wiki/American_Academy_for_Jewish_Research,73219343,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Academy of Arts and Letters,https://en.wikipedia.org/wiki/American_Academy_of_Arts_and_Letters,881480,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Academies of arts | Category:Learned societies of the United States
American Academy of Religion,https://en.wikipedia.org/wiki/American_Academy_of_Religion,1194689,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States | Category:Theological societies
American Academy of the Fine Arts,https://en.wikipedia.org/wiki/American_Academy_of_the_Fine_Arts,27082489,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Accounting Association,https://en.wikipedia.org/wiki/American_Accounting_Association,14940594,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Antiquarian Society,https://en.wikipedia.org/wiki/American_Antiquarian_Society,1821883,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Arachnological Society,https://en.wikipedia.org/wiki/American_Arachnological_Society,29720578,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Association for the Promotion of Social Science,https://en.wikipedia.org/wiki/American_Association_for_the_Promotion_of_Social_Science,28700263,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Social sciences organizations
American Association of Immunologists Lifetime Achievement Award,https://en.wikipedia.org/wiki/American_Association_of_Immunologists_Lifetime_Achievement_Award,58526041,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Awards by scientific societies
American Association of Neurological Surgeons,https://en.wikipedia.org/wiki/American_Association_of_Neurological_Surgeons,15022808,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Association of Political Consultants,https://en.wikipedia.org/wiki/American_Association_of_Political_Consultants,1174420,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Political science organizations
American Association of Wine Economists,https://en.wikipedia.org/wiki/American_Association_of_Wine_Economists,38639741,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Economics societies
American Catholic Philosophical Association,https://en.wikipedia.org/wiki/American_Catholic_Philosophical_Association,12977592,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Chemical Society,https://en.wikipedia.org/wiki/American_Chemical_Society,428508,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Classical League,https://en.wikipedia.org/wiki/American_Classical_League,1920082,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Classical associations and societies
American Council for Quebec Studies,https://en.wikipedia.org/wiki/American_Council_for_Quebec_Studies,58995717,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Council of Learned Societies,https://en.wikipedia.org/wiki/American_Council_of_Learned_Societies,2125076,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Dialect Society,https://en.wikipedia.org/wiki/American_Dialect_Society,1402924,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States | Category:Linguistic societies
American Economic Association,https://en.wikipedia.org/wiki/American_Economic_Association,2236116,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Economics societies
American Educational Research Association,https://en.wikipedia.org/wiki/American_Educational_Research_Association,3195316,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States | Category:Social sciences organizations
American Educational Studies Association,https://en.wikipedia.org/wiki/American_Educational_Studies_Association,56243812,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Entomological Society,https://en.wikipedia.org/wiki/American_Entomological_Society,2944475,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Finance Association,https://en.wikipedia.org/wiki/American_Finance_Association,2441558,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Economics societies | Category:Learned societies of the United States
American Folklore Society,https://en.wikipedia.org/wiki/American_Folklore_Society,2103687,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Geographical Society,https://en.wikipedia.org/wiki/American_Geographical_Society,1817321,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Learned societies of the United States
American Institute of Biological Sciences,https://en.wikipedia.org/wiki/American_Institute_of_Biological_Sciences,5033792,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:United States National Academy of Sciences
